race,gender,relationship,age,hours-per-week,workclass,occupation,education,native-country,marital-status,Class-label
4,1,0,38,50,3,9,9,38,2,1
4,1,1,29,40,2,7,11,38,4,0
4,1,3,20,38,5,2,15,38,4,0
4,1,2,32,50,2,2,11,38,4,0
4,1,1,24,20,2,3,7,38,4,0
4,1,0,59,40,0,0,11,38,2,1
4,1,0,56,40,4,0,9,38,2,1
4,1,1,40,84,4,13,11,38,0,0
4,1,0,35,40,2,11,9,38,2,1
4,0,5,38,40,2,9,9,38,2,1
4,0,3,24,20,2,11,15,38,4,0
4,1,0,30,40,2,11,15,38,2,1
4,1,1,36,40,2,4,3,25,4,0
1,0,3,20,20,1,10,15,38,4,0
4,0,3,36,40,2,11,11,38,4,0
4,0,1,45,40,0,3,9,38,4,0
4,0,3,22,40,2,0,9,38,4,0
4,1,1,31,40,2,4,11,38,4,0
4,1,3,34,40,2,13,11,38,4,0
4,1,4,24,40,2,2,1,38,4,0
4,1,1,23,25,2,11,9,38,4,0
4,0,4,46,40,0,9,14,10,5,1
4,1,0,60,70,2,9,14,10,2,1
2,0,4,40,40,2,6,15,38,0,0
4,0,1,55,40,2,6,11,38,0,0
4,1,1,47,40,2,12,12,38,5,1
4,1,0,28,43,2,7,11,38,2,0
4,1,0,55,60,2,3,14,38,2,1
4,1,0,47,40,2,9,12,38,2,1
4,1,0,54,52,2,3,12,38,2,1
4,0,5,32,60,2,7,1,38,2,0
4,1,0,38,40,2,3,7,38,2,1
4,0,1,61,40,4,6,15,38,6,0
1,1,0,62,40,3,9,12,34,2,0
4,1,0,29,40,2,2,15,38,2,0
2,0,1,26,32,2,10,11,38,4,0
4,1,3,19,50,2,4,15,38,4,0
4,1,0,40,40,2,2,0,38,2,0
4,1,0,36,40,2,6,11,38,2,1
4,1,0,42,45,2,13,11,38,2,0
1,0,2,55,40,2,9,12,36,4,0
2,0,5,55,35,2,7,11,38,2,0
4,1,0,43,40,4,11,9,38,2,1
4,1,0,39,40,2,2,11,38,2,0
4,1,0,38,45,0,0,15,38,2,1
4,0,4,28,40,2,7,11,25,4,0
4,0,4,36,40,2,12,15,38,0,0
4,1,0,49,50,2,4,15,38,2,0
2,0,3,41,40,2,0,15,38,0,0
4,0,5,60,40,2,6,5,38,2,0
4,1,0,35,70,2,3,9,38,2,0
4,0,4,36,40,5,9,9,38,0,0
4,1,0,51,40,2,0,11,38,2,1
4,1,1,23,40,2,7,11,12,4,0
4,1,0,51,40,2,2,11,38,2,0
4,0,3,17,18,2,11,1,18,4,0
4,1,0,33,25,4,11,15,38,2,0
4,1,1,50,40,2,10,11,38,0,0
4,1,0,38,40,2,2,2,38,2,1
4,0,3,18,35,2,0,11,38,4,0
4,1,3,26,40,2,13,11,38,4,0
4,0,3,21,47,2,11,15,38,4,0
4,1,0,26,52,2,3,11,38,2,0
4,0,5,30,40,1,0,11,38,2,1
2,1,1,33,40,1,7,11,38,4,0
4,1,4,42,38,5,13,15,38,0,0
4,0,1,28,50,2,9,14,38,4,0
4,1,3,20,35,2,7,11,38,4,0
2,0,1,66,25,1,9,9,38,6,0
1,1,0,31,50,2,0,15,18,2,0
4,1,4,36,40,2,0,15,1,0,0
4,1,1,39,40,0,9,7,38,4,1
4,1,0,52,40,2,0,11,38,2,0
4,1,0,61,40,2,2,5,30,2,1
4,1,0,27,40,2,13,11,38,2,0
4,0,1,45,50,2,0,11,38,0,0
0,1,3,21,40,2,7,6,38,4,0
4,0,3,25,40,2,0,11,38,4,0
4,0,3,24,25,2,7,15,38,4,0
4,1,0,38,55,2,3,7,21,2,0
4,0,5,29,50,2,9,9,38,2,1
4,0,4,45,38,2,0,11,38,0,0
4,1,0,59,50,2,13,0,38,2,0
4,1,3,41,40,2,0,11,38,2,0
4,0,3,23,40,2,0,9,38,4,0
4,1,1,43,45,2,0,15,38,0,0
4,1,3,17,20,2,11,1,38,4,0
4,1,0,32,50,2,3,9,38,2,1
4,1,0,42,40,2,6,8,38,2,0
4,1,0,68,40,2,3,12,38,2,1
4,1,0,55,40,0,12,11,38,2,1
4,1,0,43,40,2,0,11,38,2,0
4,1,0,61,40,2,0,11,38,2,1
4,1,0,28,40,2,6,11,38,2,0
4,0,4,47,60,2,6,11,38,0,0
4,1,1,21,40,4,2,5,38,4,0
4,1,1,39,40,2,2,15,38,4,0
4,1,1,39,46,2,2,1,38,0,0
2,1,0,34,40,2,13,15,38,2,0
2,1,3,27,40,2,5,9,38,0,0
2,0,3,21,12,5,7,15,38,4,0
4,1,1,25,40,2,6,4,25,4,0
4,1,0,51,50,3,11,15,38,2,1
2,0,3,35,40,2,11,9,38,4,0
4,1,3,19,12,2,7,15,38,4,0
4,1,0,27,55,2,3,9,38,2,1
2,0,2,34,35,2,11,15,38,4,0
4,1,4,36,40,2,2,11,38,0,0
4,1,0,33,35,4,2,9,38,2,0
4,1,0,60,40,4,2,9,38,2,0
4,1,0,42,50,2,3,15,38,2,1
2,0,5,47,40,0,9,11,38,2,0
4,1,1,42,75,2,2,11,38,0,1
4,1,0,34,65,2,3,15,38,2,1
4,0,3,21,32,2,7,11,38,4,0
4,1,0,30,15,2,7,12,38,2,1
4,0,5,53,50,2,3,12,38,2,1
4,1,0,34,40,2,2,11,10,2,0
4,1,0,37,40,2,5,9,38,2,0
2,0,3,27,40,2,0,11,38,4,0
4,1,1,31,40,2,11,9,38,4,0
4,0,5,30,40,2,0,15,38,2,0
4,1,1,33,45,2,13,11,38,0,0
4,1,0,41,40,1,3,15,38,2,0
4,1,0,23,30,5,9,15,38,2,0
4,0,5,65,40,2,3,15,38,2,0
4,0,4,30,40,2,7,11,38,4,0
4,1,0,51,55,2,7,8,38,2,0
4,1,3,30,40,1,5,15,38,4,0
4,1,1,49,45,2,11,12,38,0,1
4,1,0,37,30,4,9,11,38,2,0
4,1,1,42,40,2,2,11,38,4,0
4,0,5,62,45,2,3,8,38,2,1
4,1,0,31,40,2,13,15,38,2,1
4,1,0,50,20,2,12,9,38,2,1
1,1,2,33,40,2,0,9,18,2,0
4,1,2,27,40,2,13,15,38,4,0
4,1,0,31,40,2,2,8,25,2,1
0,1,2,35,40,2,6,15,38,4,0
4,1,0,55,6,2,13,15,38,2,1
4,0,5,54,35,4,3,9,38,2,1
4,1,0,56,48,2,12,9,38,2,1
4,0,1,21,40,2,0,8,38,4,0
4,0,1,66,20,2,7,5,10,6,0
4,1,0,46,50,2,2,11,38,2,0
4,0,1,23,38,2,3,9,38,4,0
4,0,1,43,45,2,3,12,38,4,0
4,1,0,40,55,2,6,11,38,2,0
4,1,0,52,40,2,2,4,25,2,0
4,1,0,59,50,1,9,9,38,2,1
2,0,3,36,40,1,0,8,38,5,0
4,1,1,33,40,2,13,11,38,4,0
4,1,0,20,40,2,11,11,38,2,0
4,1,1,21,35,2,6,11,38,4,0
4,1,0,42,50,4,3,12,38,2,1
4,0,1,62,43,2,11,11,38,6,0
4,1,1,54,40,2,11,11,38,4,0
4,0,3,35,30,2,6,5,38,4,0
4,0,1,36,40,2,12,7,38,4,0
4,0,2,21,45,2,0,11,38,4,0
4,0,4,30,14,2,4,11,38,5,0
4,1,0,46,40,2,2,15,38,2,1
1,0,5,32,40,2,6,4,24,2,1
4,1,2,21,64,2,11,15,38,4,0
4,1,1,39,40,2,0,11,38,4,0
4,0,1,54,43,2,3,11,38,3,0
4,1,0,32,40,2,6,15,38,2,0
4,1,3,23,40,2,6,11,38,4,0
4,1,0,42,40,2,6,3,21,2,0
4,1,1,28,35,2,7,15,38,4,0
4,1,0,28,40,2,2,11,38,2,0
4,1,0,35,40,2,12,7,38,2,0
4,0,3,19,40,2,3,15,38,4,0
2,1,1,27,35,2,5,11,38,4,0
4,1,0,54,50,2,13,3,38,2,0
4,0,3,19,35,2,11,11,38,4,0
4,0,1,27,30,2,11,15,38,4,0
4,0,1,35,35,2,0,7,38,4,0
4,0,3,19,20,1,9,15,38,4,0
4,1,0,30,40,2,5,11,38,2,1
4,1,1,32,40,2,12,9,38,4,0
4,0,1,31,40,2,11,15,38,4,0
2,1,2,26,65,2,11,8,38,4,0
4,0,1,44,25,2,11,15,38,6,0
4,1,0,52,50,2,3,9,38,2,1
4,1,0,30,40,2,4,15,38,2,0
4,0,1,32,60,4,7,11,38,4,0
4,1,3,19,40,4,2,11,38,4,0
4,1,1,33,30,2,6,11,38,5,0
4,1,1,20,40,2,5,15,38,4,0
4,1,0,61,40,2,6,5,38,2,0
2,0,1,33,35,2,7,15,38,4,0
4,0,3,24,35,2,11,15,38,4,0
4,1,1,31,60,4,2,9,38,0,0
4,0,4,32,50,2,3,8,38,0,0
4,0,5,29,40,2,12,7,38,2,0
4,1,1,61,24,2,7,0,38,0,0
4,0,5,48,50,2,6,11,38,2,0
4,0,1,29,40,0,0,7,38,0,0
4,0,1,22,15,2,0,7,38,4,0
4,1,0,32,40,2,2,11,38,2,0
4,1,0,38,40,2,2,11,38,2,0
4,0,4,27,40,2,6,15,38,0,0
1,1,2,26,40,2,2,11,16,4,0
4,1,1,35,40,2,0,11,38,4,1
4,0,4,62,40,2,0,11,38,0,0
4,0,4,28,40,2,7,11,38,4,0
2,1,1,50,40,2,2,11,38,5,0
4,1,1,34,50,2,11,9,38,4,1
4,1,0,37,40,4,2,11,38,2,0
4,0,4,63,44,2,6,3,31,6,0
2,1,1,35,40,2,5,6,38,4,0
4,1,0,55,40,2,11,9,38,2,1
4,0,5,40,40,2,11,11,38,2,1
3,1,0,25,50,2,11,11,38,2,0
4,1,0,51,40,2,3,15,38,2,0
4,1,0,37,40,2,3,9,38,2,1
4,1,0,54,55,3,3,9,38,2,1
4,1,0,47,40,1,7,15,38,2,1
4,0,3,26,40,2,3,9,38,4,0
4,1,4,46,40,2,2,8,38,3,0
4,1,2,24,40,2,2,2,38,4,0
4,1,3,19,80,2,0,5,38,4,0
4,1,0,35,40,2,11,11,38,2,1
2,1,3,36,35,1,9,9,38,4,0
4,0,3,18,20,2,7,2,38,4,0
4,1,0,46,40,1,9,12,38,2,1
2,0,4,30,32,2,7,11,38,4,0
2,0,1,29,40,2,7,11,38,4,0
2,0,4,65,20,2,7,11,22,6,0
4,0,5,41,40,2,3,12,38,2,1
4,1,0,34,40,2,3,9,38,2,0
2,1,0,58,40,2,13,5,38,2,0
2,0,4,39,40,5,7,11,38,4,0
4,0,3,21,40,2,7,15,38,4,0
4,1,0,31,50,2,13,11,38,2,1
4,1,0,33,50,5,9,10,38,2,1
4,1,0,28,60,2,3,9,38,2,0
2,0,4,32,35,2,0,11,38,4,0
4,1,1,32,55,2,3,9,38,4,1
2,0,4,31,40,2,7,11,38,5,0
4,1,0,41,40,4,3,14,38,2,1
1,1,0,48,45,2,12,9,29,2,1
4,1,3,27,40,2,13,11,38,4,0
2,0,4,45,40,2,2,11,38,6,0
4,1,0,34,50,4,3,11,38,2,0
4,0,3,17,10,2,11,0,38,4,0
2,1,3,25,23,2,5,11,38,4,0
4,0,1,34,62,3,9,9,38,4,1
4,0,4,33,40,2,11,11,38,0,0
4,0,1,21,20,2,0,15,38,4,0
4,1,1,22,50,2,6,11,38,4,0
4,1,0,61,42,2,9,15,38,2,0
4,0,5,40,30,2,0,11,38,2,1
4,1,0,58,12,2,11,15,38,2,0
4,1,0,30,58,2,2,15,38,2,0
4,1,3,24,60,2,2,11,38,4,0
4,1,0,52,50,4,3,2,38,2,1
4,0,4,50,40,2,11,11,38,6,0
2,1,0,49,30,2,2,15,38,2,0
4,0,3,22,40,2,0,11,38,4,0
4,0,3,21,40,2,0,15,38,4,0
4,0,3,25,50,2,6,15,38,4,0
4,1,0,34,45,3,0,11,38,2,0
4,1,0,48,45,2,3,0,38,2,1
2,0,4,21,40,2,0,15,38,4,0
4,0,3,20,52,2,6,5,38,4,0
4,1,0,30,40,5,0,15,38,2,1
4,1,0,44,40,2,11,11,38,2,1
2,1,1,44,60,2,2,11,38,4,0
4,1,0,29,60,2,13,11,38,2,0
4,0,1,31,35,2,12,14,38,0,0
4,1,0,35,40,2,2,11,38,2,0
4,1,1,27,40,2,0,11,38,4,0
4,0,1,26,45,2,3,9,38,4,0
4,1,0,37,70,4,13,6,38,2,1
4,0,5,44,55,2,7,5,38,2,0
4,1,0,34,40,2,3,9,38,2,1
4,1,3,28,5,1,2,7,38,4,0
4,0,5,30,45,2,7,15,38,2,0
4,1,0,41,35,1,9,9,38,2,0
4,0,3,23,40,2,12,9,38,4,0
4,1,2,19,70,2,5,11,38,4,0
4,1,0,48,50,2,4,3,25,2,0
4,1,1,26,20,5,7,15,38,4,0
2,1,0,32,40,2,11,9,38,2,1
4,0,4,26,48,2,0,11,38,0,0
4,1,0,36,55,2,9,12,38,2,1
4,1,0,49,40,2,13,11,38,2,0
4,1,1,54,40,2,12,12,38,0,1
4,1,1,36,55,2,2,11,38,0,0
4,1,4,41,48,2,5,11,38,0,0
4,1,1,27,35,2,7,9,38,4,0
4,1,0,40,60,4,4,8,38,2,0
4,1,1,46,40,2,2,11,38,0,0
2,1,1,43,40,2,13,6,38,0,0
4,1,2,46,40,2,2,11,38,0,0
0,1,0,51,60,4,3,15,38,2,0
4,0,3,19,15,2,0,15,38,4,0
4,0,1,67,50,1,9,10,38,4,1
4,1,0,31,40,2,6,11,38,2,0
4,1,0,27,50,2,11,9,38,2,1
4,0,3,21,40,2,7,15,38,4,0
4,1,0,36,50,2,13,11,38,2,0
4,0,3,23,16,2,6,11,38,4,0
4,0,5,62,40,1,9,12,38,2,1
2,1,0,31,50,1,10,9,38,2,1
4,1,0,52,40,2,3,9,38,2,1
4,1,0,39,40,4,4,11,38,2,0
4,1,3,24,30,2,9,9,38,4,0
4,1,0,38,40,2,6,11,25,2,0
4,1,0,36,40,2,3,11,38,2,0
2,0,3,17,15,2,11,1,38,4,0
4,0,4,27,40,2,7,11,38,3,0
2,1,1,30,40,2,2,15,38,0,0
4,0,4,43,40,5,3,11,38,0,0
2,0,4,51,30,2,7,1,38,0,0
4,0,4,47,35,2,8,9,38,6,1
4,0,1,49,50,5,3,10,38,4,1
4,1,0,34,48,2,2,11,38,2,1
4,1,1,79,6,0,3,10,38,6,1
4,1,4,28,40,5,7,15,38,0,0
4,1,0,41,50,3,3,15,38,2,0
4,1,0,21,50,2,7,15,38,2,0
4,0,1,31,40,4,12,9,38,4,0
4,1,0,45,45,2,3,11,38,2,0
4,1,1,23,50,3,13,11,38,4,0
4,1,0,32,50,2,3,15,10,2,0
4,1,0,67,40,2,13,1,38,2,0
4,1,0,32,55,2,3,12,38,2,1
4,1,0,35,50,4,4,11,38,2,0
4,1,0,29,40,2,9,15,38,2,0
4,1,0,38,40,2,2,11,38,2,0
4,1,0,38,60,2,11,15,38,2,0
4,1,1,18,30,2,9,11,38,4,0
4,1,0,47,24,2,9,11,38,2,0
4,0,1,22,40,2,0,11,38,4,0
4,1,0,21,48,2,3,15,38,2,0
4,1,0,40,55,2,9,14,10,2,1
4,0,3,23,40,2,6,9,38,4,0
4,1,0,25,40,2,6,15,38,2,0
4,1,1,44,60,3,11,15,38,4,0
4,0,5,43,25,2,0,11,38,2,1
4,1,0,31,55,2,3,9,38,2,1
4,1,0,33,40,2,2,15,38,2,0
4,1,0,41,40,2,3,11,38,2,1
4,1,0,29,30,4,2,12,38,2,0
4,1,0,78,15,2,5,5,38,2,0
4,1,0,64,40,3,3,11,38,2,1
4,1,0,58,50,2,3,9,38,2,1
4,0,3,20,40,2,0,11,38,4,0
4,1,0,35,40,2,11,15,38,2,0
4,1,0,27,40,1,6,11,38,2,0
4,1,0,37,50,4,11,11,38,2,1
4,0,1,42,40,2,0,8,38,4,0
4,1,0,47,35,1,0,2,32,2,0
2,0,1,29,40,2,5,11,38,4,0
4,0,3,33,24,2,11,3,38,4,0
2,0,1,44,40,2,3,15,38,6,0
4,1,1,25,78,2,13,11,38,4,0
4,0,2,24,10,5,0,9,38,4,0
2,0,4,42,40,5,0,9,38,0,0
2,1,0,53,50,2,3,9,38,2,1
2,0,4,39,60,2,3,9,38,0,0
4,1,0,72,40,4,4,11,38,2,0
4,0,3,43,44,3,11,6,31,4,0
4,1,0,25,40,5,10,15,38,2,0
4,1,0,37,45,2,9,7,38,2,1
4,0,1,27,40,2,6,11,38,4,0
4,1,0,39,50,2,9,10,38,2,1
4,1,0,64,24,4,2,11,21,2,0
4,1,1,29,50,4,2,11,38,4,1
4,1,0,50,50,2,3,9,38,2,1
4,0,4,33,40,2,7,4,25,4,0
4,0,1,18,20,2,11,11,38,4,0
4,1,1,20,32,2,5,1,25,4,0
4,0,4,32,50,2,12,15,38,5,0
4,0,4,45,40,2,0,15,38,0,0
2,0,5,48,40,2,5,11,38,2,0
4,0,3,23,40,2,6,11,38,4,0
4,1,0,34,48,0,10,9,38,2,1
4,1,4,43,40,2,3,9,38,5,1
1,1,0,44,40,2,11,9,38,2,1
2,1,0,47,40,4,12,15,38,2,1
2,0,1,47,40,2,2,11,38,3,0
0,0,1,46,20,1,7,3,38,4,0
4,0,3,19,40,2,11,11,38,4,0
4,1,0,51,40,2,0,11,38,2,0
4,1,4,41,40,3,3,11,38,5,0
2,0,4,37,40,2,7,1,38,5,0
4,1,3,31,40,2,2,11,38,4,0
4,1,1,25,40,2,7,11,38,4,0
4,1,0,46,40,2,12,15,38,2,1
4,1,0,53,45,3,2,11,38,2,1
4,0,4,47,40,1,9,10,38,4,0
4,1,0,28,50,2,3,11,38,2,1
4,1,0,60,46,4,13,15,38,2,0
4,1,0,43,40,2,6,11,38,2,0
4,1,0,45,50,4,2,11,38,2,1
4,1,2,28,40,2,5,0,25,4,0
4,1,2,19,30,2,5,1,38,4,0
3,1,0,51,70,4,9,14,18,2,1
4,1,2,19,35,2,2,11,38,4,0
4,1,0,64,60,2,9,10,38,2,1
4,1,0,44,60,2,3,10,38,2,1
4,1,1,21,48,2,2,11,38,4,0
4,1,1,33,40,2,9,11,38,4,0
1,1,0,63,40,2,10,9,29,2,1
4,1,0,44,35,1,9,12,38,2,1
4,0,4,28,70,0,3,11,32,4,0
4,1,3,24,40,2,11,9,38,4,0
2,0,3,20,20,0,0,15,38,4,0
4,1,3,20,40,2,5,11,38,4,0
0,1,3,21,40,2,5,11,38,4,0
2,1,0,34,52,0,6,15,38,2,0
4,0,3,17,15,2,11,1,38,4,0
2,0,4,35,40,2,7,1,38,5,0
4,1,1,26,40,2,4,11,38,4,0
4,1,1,35,70,2,4,11,38,0,0
4,1,1,25,40,2,6,11,38,4,0
4,1,0,27,40,4,7,15,38,2,0
4,1,0,52,40,1,10,8,38,2,1
4,0,4,43,50,4,9,9,38,4,0
4,1,0,36,50,2,11,12,38,2,1
4,1,3,37,40,2,6,11,38,4,0
4,0,1,58,40,2,0,11,38,4,0
4,1,1,25,45,2,2,7,38,4,0
4,1,0,54,40,2,7,12,38,2,0
4,1,0,65,65,3,3,9,38,2,1
1,0,1,44,45,2,6,11,24,4,0
4,1,0,61,40,2,2,4,7,2,0
0,1,0,29,40,2,2,11,38,2,0
4,1,0,34,40,2,2,15,38,2,1
4,0,1,24,40,5,7,15,1,4,0
4,1,0,40,42,2,12,7,38,2,1
4,1,0,42,60,3,9,14,4,2,1
4,1,1,50,40,2,6,11,38,4,0
4,1,0,49,40,2,6,11,38,2,0
4,1,1,38,40,2,6,11,38,0,0
2,1,0,41,45,2,0,11,38,2,0
4,1,1,70,5,3,3,15,38,4,0
4,1,0,51,40,2,2,15,38,2,1
4,0,1,24,40,2,9,9,38,4,0
4,1,0,57,48,4,2,11,38,2,1
4,0,3,22,20,2,0,15,38,4,0
4,1,0,31,40,2,2,15,38,2,1
4,0,5,28,40,2,12,15,38,2,0
4,1,0,45,50,4,3,11,38,2,0
4,1,0,39,40,2,2,11,38,2,1
4,0,1,26,40,2,11,15,38,4,0
2,1,0,38,40,2,2,11,38,2,0
2,1,0,38,60,4,9,12,38,2,1
4,1,3,19,20,2,5,11,38,4,0
4,1,0,30,44,2,6,11,38,2,0
4,1,0,28,40,2,9,12,38,2,1
2,1,1,53,40,2,2,6,22,4,0
4,1,1,32,38,2,9,9,38,4,0
4,1,0,57,60,3,9,14,38,2,1
4,0,1,47,40,2,9,12,38,0,0
4,1,0,36,56,2,2,15,38,2,0
4,0,3,21,38,2,11,1,38,4,0
4,1,0,25,40,5,10,9,38,2,1
4,0,4,37,40,2,10,11,38,0,0
4,0,4,31,30,2,7,11,38,0,0
4,1,0,43,50,2,13,11,38,2,0
4,0,4,61,25,2,11,11,38,0,0
4,1,0,56,35,2,0,15,38,2,0
2,0,3,59,38,2,7,5,38,5,0
4,1,0,44,55,4,2,15,38,2,1
4,0,4,47,40,2,9,12,38,0,0
4,1,0,44,55,2,9,9,38,2,1
4,1,0,64,40,2,7,15,38,2,0
4,1,0,26,45,2,2,11,38,2,0
4,1,0,53,40,2,3,9,38,2,1
4,0,1,46,44,2,0,11,38,0,0
4,1,0,45,50,3,11,11,38,2,1
4,0,4,44,40,0,0,11,38,4,0
4,1,0,59,48,3,3,15,38,2,1
4,1,0,65,40,3,3,10,38,2,1
2,0,3,23,40,2,6,11,38,4,0
2,0,4,33,38,2,0,15,38,0,0
4,0,3,34,35,2,11,11,38,0,0
4,0,4,38,40,2,0,8,38,0,0
4,1,0,62,35,2,3,9,38,2,1
4,1,2,21,40,2,11,15,38,4,0
4,1,0,41,8,2,2,11,38,2,0
4,1,2,35,40,2,5,11,28,4,0
4,1,1,62,45,1,7,15,38,0,0
4,1,0,53,40,2,2,11,38,2,1
4,1,0,69,16,5,13,15,38,2,0
4,0,3,19,16,4,11,15,38,4,0
4,1,0,47,40,2,3,9,38,2,1
4,1,0,52,90,3,11,15,38,2,1
4,1,0,54,40,2,2,11,38,2,0
4,1,0,30,73,2,13,11,38,2,1
4,0,5,39,25,2,0,11,38,2,0
4,1,0,73,75,2,9,9,38,2,0
4,1,0,64,40,2,11,9,38,2,0
4,1,3,32,40,2,2,11,38,4,0
4,1,0,51,40,2,9,11,38,2,1
4,1,1,57,40,2,11,9,38,4,0
4,1,4,25,40,2,6,11,38,4,0
2,1,0,53,40,2,7,11,38,2,0
4,0,1,39,25,2,7,15,38,4,0
4,0,4,49,16,2,0,11,38,0,0
4,0,1,23,40,1,9,9,38,4,0
4,1,1,28,55,2,9,9,38,4,1
4,1,0,46,50,2,9,12,38,2,1
2,1,3,40,40,2,2,15,38,4,0
4,1,0,24,50,2,6,11,38,2,0
4,1,0,50,8,2,7,0,7,2,0
4,1,0,35,40,2,3,11,38,2,0
4,0,1,33,46,1,9,9,38,4,0
4,1,1,54,40,0,3,9,38,0,0
4,1,0,35,45,1,13,11,38,2,0
4,1,0,31,40,1,10,11,38,2,1
4,1,0,47,40,3,4,15,38,2,0
4,0,3,48,20,2,11,11,38,0,0
4,1,3,33,55,1,0,8,38,4,0
4,1,0,35,40,2,3,9,38,2,1
2,1,1,36,40,2,6,13,32,4,0
4,0,1,30,55,2,3,9,38,4,0
4,1,0,39,55,2,2,15,38,2,1
0,1,1,25,40,2,5,15,38,4,0
4,0,1,40,35,2,7,11,38,0,0
4,1,0,25,40,3,3,11,38,2,0
4,0,5,33,40,2,6,11,25,2,0
4,1,1,53,40,0,5,15,38,0,0
4,1,3,18,10,2,7,1,38,4,0
2,1,4,41,40,2,6,11,38,4,0
4,1,0,25,50,2,9,9,38,2,0
4,1,4,66,50,4,4,5,38,6,0
4,0,4,53,40,2,0,15,38,0,0
4,1,0,27,40,2,2,11,38,2,0
2,0,4,28,40,2,11,11,38,5,0
2,1,3,23,40,2,5,11,38,4,0
4,1,1,29,80,4,2,0,38,0,0
4,0,5,26,40,2,3,15,38,2,0
4,1,1,26,42,2,5,11,38,4,0
4,1,1,26,35,2,7,6,38,4,0
4,1,0,38,40,2,2,11,38,2,0
4,1,0,36,40,2,2,4,25,2,0
4,1,0,34,45,2,2,15,38,2,1
4,1,1,32,40,0,0,11,38,4,0
4,1,0,57,50,4,2,11,38,2,1
4,0,4,31,40,2,0,15,38,0,0
4,0,1,38,38,2,3,9,38,4,0
3,0,1,39,40,2,7,11,5,0,0
4,1,0,35,40,2,2,11,38,2,0
4,0,3,18,20,2,7,1,38,4,0
2,1,1,28,40,2,7,11,38,4,0
4,0,1,41,55,4,3,12,38,4,0
4,1,0,39,40,0,6,6,38,2,1
4,1,1,31,40,0,12,15,38,4,0
4,0,1,38,38,5,0,11,38,0,0
4,1,0,27,40,2,2,11,38,2,0
1,1,0,42,55,2,9,12,18,2,1
2,0,4,46,36,2,9,9,38,5,0
4,0,3,20,40,2,0,11,38,4,0
4,0,4,42,20,2,9,15,38,0,0
4,0,1,69,40,2,3,11,38,6,0
4,0,5,47,35,0,0,8,38,2,0
4,1,0,49,40,5,2,11,31,2,0
4,0,3,20,30,2,3,15,38,4,0
4,0,5,52,15,2,11,4,7,2,0
4,1,0,33,59,2,7,4,25,2,0
4,0,3,18,6,2,7,1,38,4,0
4,0,4,55,55,4,4,11,38,5,0
2,1,0,61,40,2,4,5,38,2,0
4,1,0,61,40,0,0,15,38,2,1
4,1,1,39,45,2,3,9,38,0,1
4,1,0,30,40,2,2,15,38,2,0
2,0,4,61,40,2,0,11,38,0,0
4,0,5,36,15,2,11,7,38,2,0
4,1,0,34,50,2,2,15,38,2,0
1,1,0,53,40,2,9,12,18,2,1
4,0,5,38,36,2,12,8,38,2,1
4,1,0,46,50,2,3,9,38,2,1
4,1,0,27,40,1,5,11,38,2,0
4,0,4,32,40,4,5,1,26,5,0
4,0,4,60,60,1,9,9,38,6,1
4,1,3,23,40,2,3,9,38,4,0
4,0,4,29,50,2,9,9,38,4,1
4,1,3,22,50,2,2,11,38,4,0
4,1,3,25,35,2,11,11,38,4,0
4,1,0,29,48,2,6,9,38,2,0
4,1,0,90,30,0,2,11,38,2,0
4,0,4,37,40,1,0,11,38,0,0
2,1,3,32,38,2,2,11,38,4,0
2,1,3,18,40,2,7,11,22,3,0
4,0,1,35,65,2,7,15,38,4,0
4,1,0,50,40,2,2,6,38,2,0
4,1,0,54,40,2,2,11,38,2,1
4,1,0,43,45,2,3,9,38,2,1
4,1,1,28,65,3,3,11,38,4,1
4,1,0,51,40,2,4,6,25,2,0
4,1,4,31,42,2,2,15,25,4,0
2,0,4,69,40,2,13,11,38,5,0
4,1,0,57,40,2,3,9,38,2,1
4,0,3,28,40,2,6,0,38,0,0
4,1,3,25,95,2,5,11,38,4,0
4,1,0,49,30,4,2,7,3,2,0
4,1,0,52,40,2,5,6,38,2,0
4,1,2,32,40,2,2,4,7,3,0
1,0,1,31,50,2,11,15,38,4,0
4,1,3,30,50,2,2,11,38,4,0
4,1,0,24,60,2,2,11,38,2,0
4,1,0,45,66,2,2,7,40,2,0
4,1,0,30,40,2,6,11,38,2,0
4,1,0,52,55,2,3,9,38,2,1
2,0,1,42,25,5,0,11,38,0,0
4,1,0,49,40,2,4,11,38,2,0
4,1,3,20,30,2,7,11,38,4,0
4,0,3,25,40,2,0,9,38,4,0
4,1,0,41,55,2,7,6,27,2,0
2,0,4,55,40,2,11,11,38,0,0
4,1,0,31,50,4,3,8,38,2,0
2,0,1,25,40,5,10,9,38,4,0
4,1,0,32,40,2,3,11,38,2,0
4,1,2,29,40,0,0,15,38,4,0
4,0,1,52,40,2,7,5,38,6,0
4,0,3,19,15,2,0,15,38,4,0
4,1,1,43,40,2,2,7,38,0,0
4,1,0,40,40,3,13,15,38,2,1
4,0,2,54,40,2,8,3,25,5,0
4,1,1,35,40,2,11,9,38,0,0
4,0,1,34,40,2,12,8,38,4,0
4,1,0,35,40,2,9,15,38,2,1
1,1,0,57,40,2,9,10,35,2,1
4,0,2,26,40,2,7,9,38,4,0
4,0,4,55,15,4,11,9,38,6,0
4,0,4,51,40,2,0,9,38,5,0
2,1,1,35,30,2,13,7,22,4,0
4,1,0,31,40,2,5,11,38,2,0
