sex,age,household_position,household_size,prev_residence_place,citizenship,country_birth,edu_level,economic_status,cur_eco_activity,marital_status,occupation
0,4,1110,114,1,0,0,2,112,138,0,0
1,7,1122,125,1,0,0,5,111,124,1,1
1,7,1210,111,1,0,0,5,111,135,0,1
1,9,1122,125,1,0,0,4,111,134,1,1
1,10,1122,114,1,0,0,2,111,137,1,0
0,11,1122,113,1,0,0,4,111,134,1,0
0,6,1210,111,1,0,0,5,111,135,0,1
0,8,1122,125,1,0,0,2,111,138,1,0
0,9,1122,113,1,0,0,5,111,137,1,1
0,7,1131,112,1,0,0,3,111,135,0,1
1,12,1122,113,1,0,0,5,111,137,1,1
1,13,1220,125,1,0,0,3,120,111,0,1
0,10,1121,112,1,0,0,3,111,138,1,0
0,6,1122,113,1,0,0,2,111,135,1,0
1,9,1122,114,1,2,2,5,111,133,1,1
1,8,1121,112,1,0,0,5,111,136,1,1
1,10,1140,113,1,0,0,3,120,139,3,0
1,12,1121,112,1,0,0,2,111,135,1,0
1,6,1132,114,1,0,0,1,111,131,0,0
0,7,1132,113,1,0,0,2,111,135,0,0
0,4,1110,114,1,0,0,2,111,139,0,0
1,4,1110,114,1,0,0,3,112,131,0,0
1,9,1122,126,1,0,0,3,111,122,1,1
1,9,1122,125,1,0,1,4,111,131,1,1
1,8,1122,114,1,0,0,5,111,122,1,1
1,11,1121,112,1,0,0,5,111,137,1,1
1,8,1131,112,1,0,0,3,111,131,0,1
1,11,1132,113,1,0,0,1,111,135,3,1
0,9,1122,125,1,0,0,5,111,137,1,1
1,8,1122,114,1,0,0,3,120,124,1,1
1,4,1110,114,1,0,0,2,112,131,0,0
0,6,1220,112,1,0,0,4,112,135,0,0
1,8,1122,125,1,0,0,3,111,124,1,1
0,11,1210,111,1,0,0,1,111,132,3,0
1,12,1122,113,1,0,0,3,111,133,1,0
0,9,1121,112,1,0,0,2,111,131,1,0
1,8,1110,113,1,0,0,1,111,135,0,0
0,8,1122,125,1,1,1,2,111,135,1,0
1,4,1110,126,1,0,0,2,112,132,0,0
1,12,1121,112,1,0,0,3,120,131,1,1
1,9,1122,125,1,0,0,5,111,136,1,1
1,8,1122,114,1,0,0,3,111,134,1,1
1,7,1121,112,1,0,0,2,111,131,1,0
0,11,1122,113,1,1,1,2,111,135,1,0
0,8,1122,125,1,0,0,3,111,137,1,0
0,5,1121,112,1,0,0,2,111,135,1,0
0,5,1210,111,2,0,0,2,112,131,0,0
1,11,1121,112,1,0,0,5,111,133,1,1
0,7,1122,113,1,0,0,5,111,122,1,1
1,9,1122,125,1,0,0,1,111,135,1,0
1,10,1122,125,1,0,0,5,111,137,1,1
1,5,1110,114,1,1,0,3,111,135,0,0
0,8,1122,125,1,0,0,3,120,132,1,1
1,8,1110,114,1,0,0,2,111,135,0,0
1,6,1110,112,1,0,0,3,111,132,0,0
0,8,1140,112,1,0,0,3,111,131,0,0
1,7,1122,114,1,0,0,3,111,134,1,0
0,5,1110,113,1,0,0,5,111,135,0,0
1,10,1122,125,1,0,0,5,111,136,1,1
0,6,1131,112,1,0,0,3,111,135,0,1
1,8,1122,114,1,0,0,5,111,122,1,0
0,4,1110,113,1,0,0,1,111,131,0,0
1,10,1210,111,1,0,0,5,111,137,3,1
1,9,1122,113,1,0,0,3,111,131,1,0
1,11,1122,114,1,0,0,2,120,111,1,1
0,4,1110,125,1,0,0,1,112,132,0,0
0,6,1131,112,1,0,0,2,111,131,0,0
0,11,1210,111,1,0,0,2,120,139,1,0
0,8,1132,125,1,0,0,5,111,138,3,1
0,4,1110,113,1,0,0,2,111,135,0,0
0,5,1131,112,2,0,0,5,111,137,0,1
0,8,1122,125,1,1,1,1,111,135,1,0
0,9,1122,113,1,0,0,1,111,135,1,0
0,9,1122,114,1,0,0,5,111,137,1,1
1,4,1110,114,1,0,0,2,112,131,0,0
0,7,1121,114,1,0,0,3,111,138,1,0
0,5,1121,112,1,0,0,5,112,131,1,0
1,9,1210,111,1,0,0,5,111,122,3,1
0,10,1121,112,1,0,0,1,111,135,1,0
0,6,1131,112,1,0,0,5,111,131,0,1
1,11,1122,125,1,0,0,3,120,139,1,1
1,7,1131,112,1,0,0,3,111,135,0,1
1,5,1110,113,1,0,0,3,111,131,0,1
0,10,1122,113,1,0,0,3,111,138,1,1
0,7,1210,111,1,0,0,5,111,136,0,1
0,12,1121,112,1,0,0,2,111,131,1,0
0,12,1121,112,1,0,0,3,111,139,1,0
1,11,1210,111,1,0,0,2,111,133,3,0
1,12,1121,112,1,0,0,5,111,137,1,1
0,12,1122,113,1,0,0,5,111,137,1,1
1,11,1121,112,1,0,0,3,111,131,1,0
0,12,1121,112,1,0,2,2,111,122,1,0
1,6,1210,111,1,0,1,3,111,132,0,0
1,8,1122,125,1,0,0,3,120,111,1,1
1,12,1122,113,1,0,0,5,111,137,1,1
0,6,1122,113,1,1,1,2,111,131,1,0
1,9,1122,114,1,0,0,5,111,133,1,1
0,4,1110,114,1,0,0,3,112,138,0,0
1,10,1122,114,1,0,0,3,111,122,1,1
0,9,1122,125,1,0,0,5,111,137,1,1
0,4,1110,114,1,0,0,3,112,131,0,0
1,4,1110,114,1,0,0,2,112,131,0,0
0,9,1131,112,1,0,0,3,111,137,3,1
0,8,1122,114,1,0,0,3,111,134,1,0
1,12,1121,112,1,0,0,2,111,133,1,1
0,10,1140,112,1,0,0,3,111,138,0,0
0,12,1121,112,1,0,0,2,111,136,1,0
1,8,1122,114,1,0,0,3,111,122,1,0
1,7,1122,114,1,0,0,3,111,124,1,1
0,6,1131,112,1,0,0,2,111,139,0,0
0,7,1122,114,1,0,0,3,111,122,1,0
0,10,1122,114,1,0,0,5,111,137,1,1
1,4,1110,113,1,0,0,1,112,131,0,0
1,10,1122,114,1,0,0,5,111,136,1,1
0,9,1140,113,1,0,2,3,111,131,3,0
0,11,1122,113,1,0,0,5,111,137,1,1
0,9,1122,113,1,0,0,1,111,136,1,0
0,13,1121,112,1,0,0,2,111,122,1,0
0,5,1110,125,1,0,0,2,112,131,0,0
0,6,1131,112,1,0,0,3,111,136,0,0
0,12,1210,111,1,0,0,5,111,138,3,0
0,4,1220,113,2,0,0,2,112,138,0,0
1,4,1110,114,1,0,0,1,112,135,0,0
0,6,1131,112,1,0,0,3,111,139,0,0
1,9,1122,114,1,0,0,3,111,122,1,1
0,10,1122,125,1,0,0,2,111,138,1,0
1,5,1110,125,1,2,2,1,111,135,0,0
1,10,1122,113,1,0,0,2,111,138,1,0
0,5,1131,112,1,0,0,3,120,132,0,1
0,5,1121,112,1,0,0,2,111,138,1,0
0,4,1110,113,1,0,0,3,112,131,0,0
0,7,1122,113,1,0,0,3,111,136,1,0
0,11,1122,114,1,0,0,3,111,135,1,0
1,10,1122,114,1,0,0,2,111,133,1,0
0,4,1210,111,1,0,0,3,112,131,0,0
0,7,1210,111,1,0,0,3,111,137,0,0
1,7,1122,113,2,0,0,4,111,122,1,1
0,10,1210,111,1,0,0,2,111,139,3,0
1,13,1140,112,1,0,0,2,111,136,2,0
0,8,1121,112,1,0,2,4,111,136,1,0
1,10,1121,112,1,0,0,3,111,122,1,1
1,10,1121,112,1,0,0,3,111,131,1,1
1,6,1110,113,1,0,0,5,111,131,0,1
1,8,1131,112,1,0,0,3,111,122,0,1
1,11,1122,113,1,0,0,5,111,137,1,1
0,7,1131,112,1,0,0,3,111,138,0,0
0,12,1121,112,1,0,0,5,111,137,1,1
1,9,1122,114,1,0,0,2,111,139,1,0
0,9,1122,114,1,0,0,3,111,122,1,1
1,8,1122,125,1,0,0,3,111,135,1,1
1,9,1122,113,1,0,0,4,111,122,1,1
0,7,1121,112,1,0,0,3,111,135,1,1
1,8,1122,125,1,0,0,5,111,136,1,1
1,6,1210,111,1,0,0,5,111,134,0,1
0,5,1110,125,1,0,0,3,111,131,0,0
1,12,1122,113,1,0,0,3,111,131,1,1
0,6,1131,112,1,0,0,3,111,131,0,1
0,7,1122,113,1,1,2,5,111,133,1,1
0,4,1110,114,1,0,0,2,112,131,0,0
1,11,1121,113,1,0,0,3,120,111,1,1
1,6,1110,112,2,0,0,2,111,135,0,0
0,6,1131,112,1,0,0,3,111,136,0,0
0,8,1122,113,1,0,1,2,111,138,1,0
1,7,1122,113,1,0,0,5,111,131,1,0
0,8,1131,112,1,0,0,5,111,122,0,1
1,10,1122,114,1,0,0,3,120,131,1,1
1,14,1121,112,1,0,0,4,111,138,1,1
0,8,1122,114,1,0,0,5,111,136,1,1
0,6,1131,112,1,0,0,2,111,131,0,0
0,5,1220,113,1,0,0,3,112,137,0,0
0,9,1122,114,1,0,0,5,111,137,1,1
1,11,1121,112,1,0,0,3,111,122,1,0
0,12,1121,112,1,0,0,2,111,135,1,0
0,7,1131,112,1,0,0,5,111,133,0,0
0,7,1131,112,1,0,0,5,111,136,0,1
1,8,1122,114,1,0,0,5,111,135,1,1
0,7,1122,113,1,0,0,3,111,139,1,0
0,5,1131,112,2,0,0,2,111,136,0,1
0,7,1132,113,1,0,0,3,111,131,0,0
0,11,1110,112,1,0,0,1,111,131,0,0
1,8,1122,113,1,0,0,2,111,136,1,0
0,12,1210,111,1,0,0,3,111,138,0,0
0,7,1122,126,1,0,2,3,111,138,1,0
0,5,1131,112,1,0,2,3,111,133,0,0
0,10,1210,111,1,0,0,3,111,137,3,0
0,10,1122,114,1,0,0,3,111,138,1,0
0,6,1122,113,1,0,0,3,111,138,1,0
0,8,1122,114,1,0,0,3,111,131,1,0
0,10,1121,112,1,0,0,2,111,138,1,0
0,8,1131,112,1,0,0,5,111,133,0,0
1,8,1210,111,1,0,0,2,111,136,0,0
0,12,1121,112,1,0,0,3,111,134,1,0
1,5,1121,112,1,0,0,3,111,131,1,0
1,9,1122,114,1,0,0,2,111,131,1,1
1,5,1132,113,1,0,0,3,111,131,0,0
0,5,1110,125,1,0,0,1,111,138,0,0
0,6,1131,112,1,0,0,5,111,135,3,1
1,8,1122,113,1,0,0,3,111,131,1,0
1,12,1121,112,1,0,0,4,111,131,1,0
0,9,1132,114,1,0,0,4,111,138,0,1
0,5,1131,112,2,0,0,5,111,139,0,1
1,10,1122,125,1,0,0,5,111,137,1,1
0,9,1122,125,1,0,0,1,111,135,1,0
0,7,1121,112,1,0,0,5,111,136,1,1
0,9,1210,111,1,0,0,5,111,138,3,1
1,8,1122,113,1,0,0,5,111,138,1,1
0,5,1131,112,1,0,0,5,112,131,0,0
0,4,1210,111,2,0,0,3,112,133,0,0
1,11,1121,112,1,0,0,5,111,138,1,1
1,7,1122,113,2,0,0,5,111,124,1,1
0,12,1210,111,1,0,0,3,111,137,0,1
0,5,1110,125,1,0,0,3,111,131,0,0
0,7,1210,111,1,0,0,3,111,139,0,0
0,6,1122,113,1,0,0,3,111,138,1,0
1,11,1121,112,1,0,0,2,111,133,1,1
1,8,1122,125,1,0,0,2,111,132,1,0
1,8,1121,112,1,0,0,2,111,122,1,0
0,10,1122,114,1,0,2,2,111,131,1,0
1,7,1121,112,1,0,0,3,111,122,1,0
0,5,1121,112,1,0,1,5,111,138,1,1
1,4,1210,111,2,0,0,1,112,132,0,0
0,7,1122,113,1,0,0,3,111,134,1,1
0,10,1122,125,1,0,0,5,120,135,1,1
1,8,1122,113,1,0,0,5,111,135,1,1
0,12,1131,112,1,0,0,3,111,135,2,0
0,6,1122,113,1,0,0,3,111,138,1,0
0,8,1140,113,1,0,2,3,111,131,0,0
0,10,1122,125,1,0,2,5,111,137,1,1
1,11,1121,112,1,0,0,5,111,137,1,1
0,12,1121,112,1,0,0,3,120,131,1,1
1,5,1110,113,1,0,0,2,111,131,0,0
1,9,1122,125,1,0,0,5,111,135,1,1
1,7,1132,114,1,0,0,2,111,122,0,0
0,9,1122,114,1,0,0,1,111,136,1,0
0,11,1122,113,1,0,0,2,111,131,1,0
1,7,1110,114,1,0,0,3,111,122,0,1
1,10,1131,112,1,0,0,5,111,137,0,1
0,4,1110,113,1,0,0,2,111,138,0,0
1,5,1110,113,1,0,0,2,112,131,0,0
0,9,1122,125,1,0,0,5,111,137,1,1
0,10,1122,113,1,0,0,2,111,138,1,0
0,6,1131,112,1,0,0,5,111,138,0,1
1,5,1131,112,1,0,0,3,111,122,0,0
1,13,1121,112,1,0,0,4,111,136,1,1
1,5,1110,113,1,0,0,1,111,138,0,0
0,7,1122,114,1,0,0,4,111,122,1,1
0,6,1122,114,1,0,0,5,111,137,1,1
1,10,1122,114,1,0,0,5,111,138,1,1
1,10,1122,114,1,0,2,3,111,136,1,0
0,8,1122,114,1,0,0,3,111,138,1,0
0,5,1210,111,1,0,0,3,111,131,0,0
0,12,1121,112,1,0,0,2,111,131,1,0
1,9,1122,114,1,0,0,3,111,136,1,0
1,6,1122,114,1,0,1,3,111,131,1,1
0,4,1110,114,1,0,0,2,112,131,0,0
1,6,1210,111,1,0,0,5,111,134,0,1
1,6,1131,112,1,0,0,3,111,131,0,0
0,12,1121,112,1,0,0,5,111,138,1,1
0,9,1210,111,1,0,0,4,111,136,3,1
0,10,1122,114,2,0,0,3,111,131,1,0
0,10,1122,114,1,0,0,5,111,137,1,1
1,8,1122,125,1,0,0,5,111,133,1,1
1,10,1122,114,1,0,0,5,111,122,1,1
0,11,1121,112,1,0,0,5,111,137,1,1
1,9,1122,125,1,0,0,5,111,135,1,1
0,4,1110,114,1,0,0,2,111,133,0,0
1,8,1131,112,1,0,0,5,111,136,0,0
0,4,1110,114,1,0,0,2,112,131,0,0
0,11,1210,111,1,0,0,5,111,137,0,1
0,9,1122,126,1,0,0,2,111,122,1,0
0,8,1122,114,1,0,0,3,111,133,1,0
0,10,1122,113,1,0,0,5,111,137,1,1
1,5,1131,112,1,0,0,2,111,135,0,0
0,9,1122,114,1,0,0,3,111,122,1,0
1,4,1110,112,1,0,0,2,112,138,0,0
0,7,1131,112,1,0,0,5,111,137,0,1
0,4,1110,114,1,0,0,2,112,131,0,0
1,10,1122,114,1,0,2,4,111,131,1,1
0,6,1131,112,1,0,2,3,111,139,0,0
0,11,1140,112,1,0,0,3,111,138,2,0
1,11,1122,113,1,0,0,5,111,137,1,1
1,6,1210,111,2,1,1,3,111,131,0,1
1,8,1122,113,1,0,0,5,111,131,1,1
1,4,1110,112,1,0,0,2,112,131,0,0
0,6,1131,112,1,0,0,5,111,135,0,1
0,6,1121,112,1,0,0,3,111,138,1,0
0,7,1131,112,1,0,0,3,111,137,0,0
1,9,1122,125,1,0,0,5,111,122,1,1
1,6,1210,111,1,0,0,5,111,136,0,1
0,7,1210,111,1,0,0,2,111,122,0,0
0,9,1122,113,1,0,0,5,111,138,1,1
1,8,1122,114,1,0,0,2,111,122,1,1
1,12,1122,113,1,0,0,5,111,137,1,1
0,12,1132,113,1,0,2,5,111,138,3,1
1,9,1210,111,1,0,0,4,111,136,0,1
1,6,1122,113,1,0,0,5,111,139,1,1
0,10,1122,114,1,1,1,5,120,135,1,1
0,7,1122,113,2,0,0,5,111,135,1,1
1,9,1121,112,1,0,0,5,111,136,1,1
0,9,1132,113,1,0,0,2,111,122,0,0
0,9,1122,114,1,0,0,2,111,137,1,0
1,10,1121,112,1,0,0,2,111,134,1,1
1,9,1210,111,1,0,0,3,111,122,0,0
1,5,1110,112,1,0,0,2,111,122,0,0
0,7,1210,111,1,0,0,5,111,138,0,1
1,10,1122,126,1,0,0,2,111,132,1,0
1,11,1122,113,1,0,0,5,111,137,1,1
1,9,1122,113,1,0,0,4,111,135,1,1
1,10,1122,125,1,0,0,3,111,136,1,0
1,13,1122,125,1,0,0,5,111,137,1,1
0,7,1131,112,1,0,0,5,111,138,0,1
0,9,1131,112,1,0,0,3,111,133,2,1
0,7,1121,112,1,0,0,3,120,139,1,0
1,10,1121,113,1,0,2,2,111,134,1,0
1,7,1122,113,1,0,0,5,111,124,1,1
0,9,1122,125,1,1,1,1,111,138,1,0
0,12,1121,112,1,0,0,1,111,135,1,0
0,9,1122,125,1,0,0,5,111,138,1,1
1,12,1121,112,1,0,0,3,111,134,1,1
1,10,1122,114,1,0,2,3,111,139,1,0
1,9,1210,111,1,0,0,2,111,136,3,1
0,11,1121,112,1,0,0,5,111,137,1,1
1,4,1110,114,1,0,0,2,111,122,0,0
0,6,1131,112,1,0,0,2,111,131,0,0
1,8,1132,114,1,0,0,2,111,133,0,0
0,7,1132,114,1,0,0,5,111,135,0,1
1,7,1121,112,1,0,0,5,111,139,1,1
0,6,1210,111,1,0,0,3,112,135,0,0
0,6,1121,112,1,0,0,4,111,138,1,0
1,10,1122,114,1,0,0,5,111,138,1,1
1,11,1131,112,1,0,0,3,111,135,0,1
1,8,1122,114,1,0,0,5,111,133,1,1
1,10,1132,113,1,0,0,5,111,135,3,1
0,7,1121,112,1,0,0,3,111,138,1,1
1,10,1122,114,1,0,0,5,111,137,1,1
1,9,1122,113,1,0,0,3,111,134,1,0
1,10,1122,125,1,0,0,5,111,137,1,1
0,7,1210,111,1,0,0,3,111,131,0,0
0,9,1122,114,1,0,0,3,111,132,1,0
1,6,1210,111,1,0,0,3,111,133,0,1
1,8,1122,114,1,0,0,3,111,131,1,1
0,9,1131,112,1,0,0,5,111,137,0,1
0,6,1210,111,1,0,0,2,111,131,0,1
0,11,1121,112,1,0,0,5,111,138,1,1
1,7,1131,112,1,0,0,3,111,138,0,0
0,9,1122,126,1,0,0,3,111,138,1,1
1,10,1121,112,1,0,0,3,111,134,1,1
1,12,1121,112,1,0,0,3,111,122,1,1
0,8,1132,113,1,0,0,2,111,135,0,0
0,7,1140,113,1,0,0,2,111,136,0,0
0,8,1122,113,1,0,0,2,111,136,1,0
0,8,1140,113,1,0,0,1,111,135,3,0
0,14,1121,112,1,0,0,2,111,137,1,0
0,11,1121,112,1,0,0,1,111,135,1,0
0,8,1122,113,1,0,0,2,111,134,1,0
1,12,1121,112,1,0,0,3,111,122,1,1
1,7,1131,112,1,0,0,5,111,135,0,1
0,7,1210,111,1,0,0,3,111,139,0,0
1,6,1131,112,1,0,0,3,111,135,0,1
0,7,1121,112,1,0,0,2,111,135,1,0
1,5,1110,113,1,0,0,2,111,131,0,0
0,4,1110,114,1,0,0,1,112,132,0,0
1,9,1210,111,1,0,0,3,111,131,0,0
0,4,1110,114,1,0,0,3,112,131,0,0
1,12,1122,114,1,0,0,5,111,137,1,1
0,4,1110,126,1,0,0,3,112,139,0,0
1,9,1122,113,1,0,0,5,111,131,1,1
1,6,1210,111,1,0,0,5,111,135,0,1
0,7,1110,113,1,0,0,2,111,122,0,0
0,12,1210,111,1,0,0,1,111,135,3,1
1,8,1122,125,1,0,0,5,111,134,1,1
0,12,1121,112,1,0,0,5,111,139,1,1
0,9,1140,114,1,0,0,3,111,131,3,0
1,10,1121,112,1,0,0,5,111,138,1,1
1,12,1122,114,1,0,0,3,111,131,1,1
1,11,1210,111,1,0,0,5,111,135,3,0
1,7,1122,113,1,0,0,3,120,111,1,1
1,11,1121,112,1,0,0,5,111,138,1,1
0,11,1121,112,1,0,0,3,111,136,1,0
0,8,1122,113,1,0,0,2,111,132,1,0
1,11,1122,114,1,0,0,4,111,136,1,1
1,9,1122,114,1,0,0,3,111,122,1,1
1,7,1210,111,1,0,0,2,111,135,0,1
0,7,1122,125,1,0,0,3,111,131,1,0
0,6,1110,112,1,0,0,5,111,135,0,1
0,9,1122,125,1,0,0,2,111,135,1,0
1,7,1122,126,1,0,0,5,111,133,1,0
1,5,1110,113,1,0,0,3,112,131,0,0
0,6,1131,112,1,0,0,5,111,124,0,1
1,8,1122,114,1,0,0,3,111,122,1,1
0,4,1110,114,1,0,0,2,112,135,0,0
1,11,1122,113,1,0,0,3,111,131,1,1
0,5,1121,112,1,0,0,3,111,131,1,0
0,10,1122,125,1,1,1,5,111,137,1,1
1,9,1122,114,1,0,0,3,111,136,1,0
1,11,1210,111,1,0,2,3,111,122,2,1
1,7,1131,112,1,0,0,5,111,137,0,1
0,7,1122,125,1,0,0,5,120,138,1,1
0,12,1121,113,1,0,0,5,111,138,1,1
1,6,1220,112,2,1,1,1,111,133,0,0
1,9,1122,125,1,0,0,5,111,122,1,1
1,11,1122,113,1,0,0,5,111,137,1,1
1,9,1210,111,1,0,0,2,111,122,0,1
1,10,1122,125,1,0,0,5,111,136,1,1
1,13,1121,112,1,0,0,5,120,135,1,1
1,9,1122,114,1,0,0,3,111,137,1,1
1,7,1122,113,1,0,0,2,111,124,1,1
0,11,1131,112,1,0,0,3,111,131,3,1
0,9,1122,125,1,0,0,3,111,138,1,0
0,11,1210,111,1,0,0,3,120,131,2,1
1,8,1210,111,1,0,0,5,111,135,0,1
1,5,1110,113,1,0,0,4,111,132,0,1
0,11,1122,113,1,0,0,5,111,137,1,1
0,8,1122,113,1,0,0,3,111,138,1,0
0,10,1121,112,1,0,0,5,111,135,1,1
1,11,1122,114,1,0,0,4,111,131,1,1
0,8,1122,113,1,0,0,4,111,138,1,1
0,6,1131,112,1,0,0,3,111,134,0,0
0,5,1131,112,1,0,0,4,111,136,0,0
1,5,1210,111,1,0,0,3,111,124,1,1
1,8,1132,125,1,0,0,2,111,122,0,0
0,4,1110,113,1,0,0,1,111,135,0,0
0,10,1122,113,1,0,0,1,111,138,1,0
1,9,1122,113,1,0,0,5,111,137,1,1
1,8,1132,113,1,0,2,3,111,131,0,0
1,11,1210,111,1,0,0,3,111,132,0,0
1,8,1122,114,1,0,0,3,111,134,1,0
0,6,1131,112,1,0,0,3,111,135,0,0
1,5,1110,114,1,0,0,2,111,131,0,0
0,5,1131,112,1,0,0,2,111,131,0,0
0,8,1122,114,1,0,0,1,111,131,1,0
1,5,1210,111,1,0,0,3,111,135,0,1
0,8,1122,125,1,0,0,3,111,139,1,0
0,5,1110,114,1,0,0,5,111,131,0,0
0,8,1122,125,1,0,0,5,111,138,1,1
0,8,1210,111,1,0,0,3,111,122,0,0
0,8,1122,114,1,0,0,3,120,139,1,0
0,12,1122,113,2,0,0,5,111,137,1,1
1,7,1132,113,1,0,0,3,111,122,0,1
0,6,1122,113,1,0,0,5,111,138,1,1
1,9,1122,114,1,0,0,5,111,133,1,1
0,8,1132,113,1,0,0,5,111,122,0,0
0,9,1210,111,1,0,0,3,111,138,0,0
0,8,1122,125,1,0,0,5,111,135,1,1
1,10,1122,126,1,0,0,2,111,135,1,1
1,8,1122,114,1,0,0,3,111,133,1,1
0,10,1122,114,1,0,0,2,111,136,1,0
1,10,1122,125,1,0,0,5,111,137,1,1
1,6,1110,114,1,0,0,4,111,131,0,0
0,8,1122,114,1,0,0,3,111,131,1,0
0,8,1122,125,1,0,0,3,111,138,1,1
0,9,1122,125,1,0,0,5,111,138,1,1
0,6,1140,112,1,0,0,2,111,135,0,0
0,8,1122,113,1,0,0,3,111,135,1,0
1,11,1122,114,1,0,0,5,111,137,1,1
1,11,1140,113,1,0,0,3,111,135,1,1
0,10,1122,113,1,0,0,2,111,131,1,0
1,12,1121,112,1,0,0,3,120,139,1,1
0,5,1110,114,1,0,0,3,112,138,0,0
1,11,1121,112,1,0,0,5,111,137,1,1
0,4,1110,114,1,0,1,2,111,131,0,0
1,5,1110,113,1,0,0,3,111,131,0,0
1,13,1121,112,1,0,0,5,111,137,1,1
0,6,1121,112,1,0,2,2,111,132,1,0
1,7,1210,111,1,0,0,1,111,131,3,0
0,10,1122,113,1,0,0,2,111,131,1,0
1,10,1122,113,1,0,0,5,111,133,1,1
0,8,1122,125,1,0,0,1,111,131,1,0
1,13,1121,112,1,0,0,5,111,137,1,1
1,10,1122,114,1,0,0,2,111,133,1,0
1,10,1131,112,1,0,0,5,111,134,0,1
0,6,1131,112,1,0,0,5,111,138,0,1
0,6,1210,111,1,0,0,4,111,131,0,0
1,12,1122,113,1,0,0,1,120,132,1,1
0,4,1110,114,1,0,0,3,111,131,0,0
1,7,1122,114,1,0,0,3,111,131,1,1
1,8,1122,114,1,0,0,3,111,131,1,1
1,7,1122,114,1,0,0,3,120,124,1,1
0,4,1110,125,1,0,0,3,112,135,0,0
1,9,1210,111,1,0,0,5,111,134,3,1
0,7,1122,113,1,0,0,3,111,135,1,0
1,9,1210,111,1,0,0,5,120,135,0,1
1,4,1110,125,1,0,0,1,111,135,0,0
0,8,1122,113,1,0,0,3,111,136,1,1
1,7,1131,112,1,0,0,5,120,139,0,1
1,4,1110,113,1,0,0,2,112,132,0,0
1,9,1122,113,1,0,0,5,111,137,1,1
1,8,1122,114,1,0,0,2,111,133,1,1
1,10,1122,125,1,0,2,1,111,131,1,0
0,9,1122,113,1,0,0,3,111,137,1,1
0,12,1122,113,1,0,0,2,111,132,1,0
1,11,1121,112,1,0,0,5,111,138,1,1
0,11,1121,112,1,0,0,2,111,138,1,0
1,7,1132,113,1,0,0,3,120,124,3,1
1,4,1110,113,1,0,0,2,112,131,0,0
1,6,1110,114,1,0,0,3,111,131,0,0
1,7,1122,114,2,0,0,2,111,132,1,1
1,6,1131,112,1,0,0,4,111,132,0,0
1,8,1122,113,1,1,1,3,111,136,1,0
1,9,1210,111,1,0,0,2,111,138,0,0
1,9,1131,112,1,0,0,5,111,122,0,1
0,10,1122,125,1,0,0,3,111,137,1,1
1,10,1122,113,1,0,0,5,111,135,1,1
0,11,1122,113,1,0,0,3,111,131,1,0
1,7,1210,111,1,0,0,5,111,134,0,1
1,8,1132,114,1,0,0,3,111,136,3,1
0,6,1122,114,1,0,0,2,111,138,1,0
0,7,1210,111,1,0,0,5,111,138,0,0
1,8,1122,113,1,0,0,5,111,135,1,1
0,6,1122,113,1,0,0,3,111,122,1,1
0,8,1122,114,1,0,0,3,111,137,1,1
1,10,1122,125,1,0,0,5,111,138,1,1
1,7,1132,113,1,0,0,3,111,122,0,0
1,10,1122,125,1,0,0,3,111,137,1,1
1,14,1122,113,1,0,0,3,120,111,1,1
1,7,1131,112,1,0,0,5,111,122,0,1
1,4,1110,114,1,0,0,2,111,131,0,0
1,8,1122,114,1,0,0,3,111,133,1,0
0,8,1132,114,1,0,0,5,111,139,0,1
1,10,1122,126,1,0,2,2,111,132,1,0
0,12,1131,112,1,0,0,4,111,138,2,0
1,4,1110,113,1,0,0,2,112,135,0,0
0,12,1121,112,1,0,0,1,111,139,1,0
1,8,1122,114,1,0,0,3,111,136,1,1
1,11,1131,112,1,0,0,5,111,136,3,1
0,9,1122,114,1,0,0,3,111,138,1,0
0,9,1122,126,1,0,0,4,111,131,1,0
1,12,1131,112,1,0,0,2,111,122,0,1
1,11,1122,113,1,0,0,5,111,137,1,1
0,5,1131,112,1,0,0,3,111,122,0,1
0,12,1122,113,1,0,0,2,111,131,1,0
1,6,1132,113,1,0,0,5,111,134,0,0
1,4,1110,113,1,0,0,3,111,131,0,1
0,10,1122,113,1,0,0,2,111,138,1,0
0,8,1122,114,1,0,0,2,111,122,1,0
0,6,1110,113,1,0,0,3,111,131,3,1
1,12,1122,114,1,0,0,1,111,138,1,1
0,8,1122,125,1,0,0,5,111,137,1,1
1,5,1131,112,1,0,0,3,111,131,0,0
0,10,1121,112,1,0,0,3,111,132,1,1
0,7,1131,112,1,0,0,2,111,132,0,0
1,8,1121,112,1,0,0,3,111,124,1,1
0,6,1210,111,1,0,0,5,111,138,0,1
1,11,1122,113,1,0,0,1,111,122,1,0
0,6,1121,112,1,0,0,5,111,137,1,1
0,8,1122,114,1,0,0,5,111,138,1,1
0,6,1122,113,1,0,0,3,111,131,1,0
0,11,1210,111,1,0,0,5,111,138,3,1
1,8,1122,125,1,0,0,4,111,134,1,0
1,6,1121,112,1,0,0,3,112,137,1,1
1,6,1210,111,1,0,0,5,120,135,0,1
1,10,1122,114,1,0,0,5,111,137,1,1
1,11,1121,112,1,0,0,5,111,122,1,1
0,10,1121,112,1,0,0,3,111,135,1,0
0,11,1210,111,1,0,0,5,111,138,0,1
0,9,1122,126,1,0,0,5,111,137,1,1
0,7,1122,114,1,0,0,3,120,111,1,1
