Sex,Age,Race,Juvenile Felonies,Juvenile Misdemeanors,Juvenile Others,Previous Convictions,Degree of Conviction,Days in Jail,COMPAS Score,Recidivism
1,30,2,0,0,0,0,1,1,4,0
0,36,0,0,1,0,5,0,1,5,0
0,32,0,0,0,0,11,0,1,7,0
1,44,0,0,0,0,7,0,31,4,0
1,25,0,0,0,0,1,0,1,4,1
0,30,0,0,0,0,15,1,2,8,1
1,28,2,0,1,0,9,1,59,4,0
1,58,0,0,0,0,17,0,282,6,0
0,32,0,0,0,0,5,0,178,8,0
1,27,0,0,0,0,0,0,4,6,1
1,26,0,0,0,0,0,0,2,3,0
1,54,0,0,0,0,26,0,391,5,0
0,23,2,0,0,1,0,1,28,3,0
1,42,0,0,0,0,0,0,1,4,0
0,39,5,0,0,0,0,0,2,3,0
1,36,0,0,0,0,4,0,1,4,0
1,36,5,0,0,0,8,1,2,2,0
0,25,2,0,0,0,0,1,3,4,0
0,33,0,0,0,0,1,0,32,4,0
1,26,2,0,0,0,1,1,1,2,0
1,31,2,0,0,0,5,0,2,5,1
1,30,2,0,0,0,0,1,1,1,1
1,33,0,0,0,0,4,0,8,2,0
1,38,3,0,0,0,0,1,1,1,0
1,26,0,0,0,0,1,1,1,3,1
1,25,0,0,0,0,9,0,2,9,0
1,52,3,0,0,0,5,0,212,3,1
0,31,2,0,0,0,0,1,1,1,0
0,22,2,0,0,0,2,1,3,7,1
1,50,2,0,0,0,0,0,1,1,0
1,37,0,0,0,0,4,0,1,1,0
1,58,2,0,0,0,1,0,1,1,1
0,28,0,0,0,0,0,1,31,2,0
1,34,2,0,0,0,3,1,32,4,1
1,32,2,0,0,0,1,0,1,1,1
0,43,2,0,0,0,1,1,61,1,0
1,29,0,0,0,0,0,1,61,1,1
1,27,0,0,0,0,0,1,31,1,0
1,39,2,0,0,0,5,0,19,3,0
1,24,0,0,0,0,0,0,2,3,0
1,38,0,1,0,0,8,1,59,7,0
1,52,2,0,0,0,7,0,30,2,0
0,23,0,0,0,0,0,0,1,6,0
1,56,0,0,0,0,3,1,31,2,1
1,48,2,0,0,0,0,1,1,1,0
1,46,2,0,0,0,7,0,37,6,1
1,57,2,0,0,0,0,0,2,1,0
1,38,2,0,0,0,5,0,4,1,1
1,47,2,0,0,0,3,1,64,5,0
1,32,2,0,0,0,0,0,30,1,0
1,34,0,0,1,0,27,1,31,7,0
1,42,0,0,0,0,5,0,3,6,0
0,35,0,0,0,0,0,1,62,1,1
1,20,2,0,0,0,0,0,83,10,1
0,32,2,0,0,0,2,0,415,10,1
1,21,2,0,0,1,0,1,31,5,0
1,24,0,0,0,0,0,1,32,2,1
1,24,0,0,0,0,1,1,124,9,1
1,55,3,0,0,0,2,0,92,1,0
1,23,0,0,0,0,4,0,2,7,0
0,30,2,0,0,0,5,1,1,4,0
1,26,0,0,0,0,0,1,88,3,1
0,27,5,0,0,0,0,0,2,2,0
1,52,2,0,0,0,8,0,100,2,0
1,26,0,0,0,0,1,0,2,4,0
1,32,2,0,0,0,0,1,1,1,0
1,27,0,0,0,0,1,1,62,2,0
0,27,2,0,0,0,0,1,1,5,0
1,56,2,0,0,0,0,0,32,1,0
1,52,2,0,0,0,16,0,48,9,1
1,37,0,0,0,0,3,0,2,1,1
1,45,0,0,0,0,0,1,1,1,0
1,23,0,0,0,0,1,1,20,2,0
0,36,2,0,0,0,3,0,292,6,1
0,29,0,0,0,0,0,0,1,2,0
1,21,3,0,0,0,0,0,1,3,0
1,20,5,0,2,1,3,1,322,2,1
1,51,0,0,0,0,0,1,30,1,0
0,53,2,0,0,0,4,0,56,8,0
1,28,0,0,0,0,0,0,2,4,0
1,27,0,0,1,0,11,0,5,8,0
1,28,0,1,0,1,11,0,1,8,1
1,38,0,0,0,0,4,1,1,1,1
1,30,5,0,0,0,0,0,1,1,0
0,19,0,0,0,0,1,0,524,9,1
0,37,2,0,0,0,1,0,31,1,0
1,34,0,0,0,0,0,1,85,1,1
1,37,2,0,0,0,7,0,70,8,1
1,21,0,0,0,1,1,0,2,8,0
1,21,0,0,0,0,0,0,8,9,1
0,38,2,0,0,0,3,0,1,4,0
1,47,0,0,0,0,1,1,2,4,0
0,26,0,0,0,0,0,0,2,3,0
1,27,0,0,0,0,2,0,72,7,1
1,44,0,0,0,0,0,0,1,2,0
1,32,2,0,0,0,1,1,206,2,0
1,23,0,0,0,0,0,1,2,8,0
1,57,2,0,0,0,0,0,3,1,0
1,25,0,0,1,0,9,0,13,7,0
1,38,5,0,0,0,8,0,59,5,0
0,23,0,0,0,0,2,0,144,10,1
1,32,0,0,0,0,8,0,3,10,1
0,36,0,0,0,0,2,1,1,5,0
1,41,0,0,0,0,5,1,30,5,0
1,31,3,0,0,0,2,0,50,3,0
1,36,0,0,0,0,2,0,3,1,0
1,62,0,0,0,0,1,0,64,6,0
0,41,2,0,0,0,7,0,397,6,0
0,39,5,0,0,0,0,0,2,1,0
1,21,0,0,0,0,1,0,2,6,1
1,43,2,0,0,0,8,0,62,4,1
1,22,0,0,0,0,0,0,1,4,0
1,28,0,0,0,0,9,0,75,9,0
1,31,0,0,0,0,2,1,3,4,0
1,37,2,0,0,0,0,1,28,1,0
1,27,0,0,0,0,0,0,61,2,0
1,49,0,0,0,0,15,1,136,7,0
1,22,0,0,0,0,2,0,133,4,1
1,49,0,0,0,0,0,0,2,5,0
1,28,2,0,0,0,5,0,31,8,0
1,59,2,0,0,0,2,0,256,1,0
0,33,0,0,0,0,0,0,294,9,1
1,39,2,0,0,0,21,0,195,10,0
0,43,0,0,0,0,2,0,3,3,0
1,25,2,0,0,0,5,0,44,4,1
1,36,0,3,0,2,19,1,180,10,1
1,23,0,0,0,0,3,0,290,5,1
0,43,2,0,0,0,3,1,32,2,1
1,56,2,0,0,0,9,1,20,1,1
0,20,0,0,0,0,1,0,120,8,1
1,24,5,0,0,0,2,1,92,8,1
0,54,2,0,0,0,1,1,113,2,0
1,20,0,0,0,0,1,0,2,10,1
1,36,5,0,0,0,3,1,253,4,1
0,36,0,0,0,0,3,0,1,6,1
1,56,0,0,0,0,0,1,61,4,0
1,25,0,0,0,0,28,1,1,9,1
1,25,0,1,0,0,2,0,2,9,1
0,42,2,0,0,0,1,0,170,3,1
1,48,0,0,0,0,4,0,32,6,0
1,34,0,1,0,0,21,1,154,10,1
1,28,2,0,0,0,0,0,1,2,0
1,32,2,0,0,0,1,0,2,3,0
1,55,2,0,0,0,2,0,68,3,0
0,31,2,0,0,0,2,0,61,1,0
0,29,0,0,0,0,0,1,1,2,0
0,24,0,0,0,0,4,0,6,9,1
0,25,2,0,0,0,0,0,1,4,1
0,32,2,0,0,1,4,0,1,2,0
1,37,0,0,0,0,20,0,111,9,1
1,20,2,0,0,0,0,0,141,10,0
1,24,0,0,0,0,1,0,2,3,1
1,48,0,0,0,0,0,1,2,1,0
1,25,0,1,2,0,9,0,50,9,1
1,35,0,0,0,0,1,0,1,2,0
1,57,0,0,0,0,3,0,61,4,0
1,21,0,0,0,0,1,0,32,4,1
0,21,0,0,0,0,0,0,203,10,1
1,21,0,0,1,0,1,0,2,5,0
1,39,0,0,1,0,15,0,2,9,0
1,22,0,0,0,0,0,0,31,2,0
1,32,0,0,0,0,0,0,31,7,0
1,44,2,0,0,0,0,1,1,1,0
0,27,2,0,0,0,0,0,3,2,1
1,22,0,0,0,0,0,0,2,2,0
1,28,0,0,0,0,4,0,1,5,0
1,26,0,0,0,0,0,1,32,2,0
1,23,5,0,0,0,0,1,31,2,1
1,34,2,0,0,0,0,0,31,2,0
1,34,0,0,0,0,14,0,131,7,0
1,22,0,0,0,0,3,0,261,9,0
1,56,0,0,0,0,17,1,272,6,0
1,40,0,0,0,0,1,1,1,1,0
1,30,5,0,0,0,5,0,63,5,1
1,44,2,0,0,0,5,0,214,2,0
1,57,2,0,0,0,1,0,12,2,0
1,22,0,0,0,1,0,0,6,8,1
0,36,0,0,0,0,6,1,43,5,0
1,33,2,0,0,0,1,0,173,6,0
1,24,0,0,0,0,7,0,69,8,1
1,28,5,0,0,0,10,0,145,10,0
1,35,2,0,0,0,2,0,2,9,0
1,53,3,0,0,0,1,1,3,1,1
1,60,0,0,0,0,13,0,1,3,0
0,22,0,0,0,0,2,0,2,5,0
1,43,3,0,0,0,0,1,31,1,0
0,27,0,0,0,0,12,0,1,7,0
1,72,2,0,0,0,7,0,1,4,0
1,33,0,0,0,0,3,0,172,5,1
1,24,0,0,0,0,1,0,1,4,1
1,25,3,0,1,0,6,0,2,3,0
0,38,0,0,0,0,2,0,168,7,0
1,60,0,0,0,0,0,0,249,1,0
1,24,2,0,0,0,3,0,124,5,1
1,30,0,0,0,0,1,1,3,4,0
1,36,0,0,0,0,7,0,214,10,0
0,43,2,0,0,0,0,1,1,6,0
1,48,3,0,0,0,1,1,6,1,0
1,50,2,0,0,0,3,0,143,9,0
1,54,5,0,0,0,0,1,1,1,0
1,45,0,0,0,0,1,1,3,1,0
1,45,0,0,0,0,2,0,3,1,0
1,36,5,0,0,0,0,0,4,4,0
1,31,2,0,0,0,1,1,1,1,1
1,40,0,0,0,0,0,1,3,1,0
1,50,2,0,0,0,1,0,2,1,0
0,47,3,0,0,0,0,0,213,1,0
0,26,5,0,0,0,1,1,31,6,0
0,42,2,0,0,0,0,0,1,8,0
1,41,0,0,0,0,7,0,30,4,0
1,34,2,0,0,1,5,0,1,6,1
0,46,2,0,0,0,0,1,1,1,0
1,26,2,0,0,0,1,0,132,9,0
0,28,2,0,0,0,0,0,3,6,0
1,27,0,0,0,0,1,1,31,2,0
1,30,0,0,0,0,1,0,48,1,0
1,23,2,0,0,2,2,0,1,9,1
0,37,3,0,0,0,0,1,32,1,1
1,26,3,0,0,0,0,1,743,3,0
1,35,3,0,0,0,5,1,1,2,0
1,21,2,0,0,1,1,0,11,6,1
1,45,0,0,0,0,1,0,356,9,0
0,22,0,0,1,0,2,1,82,8,1
0,22,2,0,0,1,5,0,252,9,0
1,29,0,0,0,0,6,0,36,8,1
0,32,0,0,0,0,3,0,125,7,0
1,43,2,0,0,0,0,1,2,1,0
0,30,0,0,0,0,0,1,28,2,0
1,45,2,0,0,0,3,1,93,3,1
0,24,0,0,0,0,2,0,2,4,0
1,31,2,0,0,0,4,0,294,8,1
1,56,2,0,0,0,0,1,1,1,0
1,42,0,0,0,0,19,0,7,8,0
0,44,3,0,0,0,4,0,1,3,1
1,21,0,0,0,0,0,0,1,7,0
1,24,0,0,4,0,14,0,181,10,1
1,38,0,0,0,0,11,0,194,6,0
1,22,2,0,0,0,0,0,31,3,0
1,28,0,0,0,0,5,1,32,8,0
1,33,2,0,0,0,3,0,435,5,0
1,47,0,0,0,1,19,0,54,8,1
1,51,0,0,0,0,0,1,31,4,1
1,25,2,0,0,0,1,1,17,3,0
1,55,2,0,0,0,0,1,243,1,0
1,53,3,0,0,0,1,0,32,1,0
1,30,0,0,0,0,0,0,3,1,0
1,31,3,0,0,0,0,1,2,1,0
1,33,2,0,0,0,0,0,1,6,1
1,35,0,0,0,0,5,0,51,4,1
1,39,0,0,0,0,0,1,1,4,0
1,20,0,13,0,1,13,0,125,10,0
0,33,0,0,0,0,0,0,2,2,0
1,59,5,0,0,0,1,1,31,1,0
1,30,3,0,0,0,1,0,17,9,0
1,29,2,0,0,0,7,0,74,6,0
0,33,2,0,0,0,1,0,181,7,0
1,27,0,0,0,0,2,0,252,7,1
0,29,0,0,0,0,9,0,15,7,1
1,26,4,0,0,0,11,0,24,8,1
1,45,0,0,0,0,14,0,21,7,0
1,24,0,0,0,3,3,0,193,10,1
1,43,0,0,0,0,5,0,28,9,0
1,31,2,0,0,0,1,0,1,5,0
0,50,2,0,0,0,2,0,145,2,0
1,42,0,0,0,0,10,0,38,9,0
1,37,0,0,0,0,11,1,1,7,1
1,53,0,0,0,0,13,0,4,7,0
1,43,0,0,0,0,4,0,98,1,1
1,26,0,0,0,0,4,0,1,8,1
1,28,2,0,0,0,0,0,2,2,0
1,19,2,0,0,0,0,0,31,3,0
1,37,0,0,0,0,0,0,1,1,0
0,30,2,0,0,0,1,1,1,3,0
1,27,0,0,0,0,6,0,2,7,1
1,39,2,0,0,0,9,0,2,5,1
1,37,2,0,0,0,4,1,1,4,1
1,22,2,0,0,0,3,1,11,10,1
1,42,0,0,0,0,1,1,4,1,0
1,25,2,0,0,0,0,0,28,6,0
1,39,3,0,0,0,2,0,2,1,0
1,26,3,0,0,0,1,0,1,5,0
0,28,2,0,0,0,0,1,1,6,0
1,25,0,0,0,0,0,1,61,5,1
1,58,2,0,0,0,1,0,291,1,0
1,22,2,0,0,0,2,0,4,5,0
0,29,2,0,0,0,1,1,60,5,1
1,33,0,0,0,0,8,0,92,5,0
1,38,0,0,0,0,0,0,2,1,0
1,21,0,0,0,0,0,0,32,7,0
1,38,2,0,0,0,2,0,166,3,0
1,59,0,0,0,0,22,0,13,6,1
1,29,5,0,0,0,4,1,31,5,1
1,53,2,0,0,0,0,1,122,2,1
1,33,0,0,0,0,2,0,1,8,1
1,45,2,0,0,0,1,0,2,1,0
1,58,2,0,0,0,1,1,1,1,0
0,20,2,0,0,0,0,0,326,10,0
1,25,0,0,0,2,11,0,322,9,1
1,53,2,0,0,0,2,0,167,4,0
1,55,2,0,0,0,5,0,4,3,0
1,32,2,0,0,0,0,1,255,6,1
0,25,2,0,0,0,0,0,2,4,0
1,44,2,0,0,0,1,1,30,1,0
1,27,0,0,0,0,7,0,351,10,0
1,35,0,0,0,0,6,0,70,8,1
1,39,2,0,0,0,1,0,2,1,0
1,36,3,0,0,0,1,1,161,9,0
0,42,2,0,0,0,5,1,184,4,1
1,37,0,0,0,0,0,1,31,2,0
1,39,2,0,0,0,0,0,204,1,0
0,52,2,0,0,0,3,1,1,1,0
1,42,0,0,0,0,10,0,30,7,0
1,60,5,0,0,0,1,1,2,1,0
1,37,3,0,0,0,2,1,1,1,1
1,42,2,0,0,0,4,0,254,1,1
1,20,3,0,0,0,0,1,32,3,0
1,52,0,3,0,0,23,0,275,5,0
1,35,2,0,0,0,0,0,3,1,0
1,23,0,0,0,0,6,0,2,6,1
0,42,0,0,0,0,0,1,1,1,1
1,36,2,0,0,0,7,1,61,6,0
0,28,2,0,0,0,2,0,36,3,0
1,28,0,0,0,0,5,0,1,4,0
1,38,2,0,0,0,12,0,28,5,0
0,43,0,0,0,0,2,0,61,2,1
1,45,0,0,0,0,6,0,1,2,0
1,42,0,0,0,0,0,0,1,5,0
0,25,2,0,0,0,0,1,1,3,0
1,25,2,2,12,7,19,0,87,8,0
1,32,0,0,0,0,7,0,67,9,1
1,21,0,0,0,0,0,0,1,6,1
0,35,2,0,0,0,1,1,31,5,0
1,37,2,0,0,0,0,0,127,5,0
1,33,0,0,3,1,21,0,1,10,0
1,28,0,0,0,0,14,0,1,2,0
1,33,2,0,0,0,2,0,62,2,0
0,33,0,0,0,0,2,0,1,2,0
0,51,2,0,0,0,4,0,22,3,0
1,39,2,0,0,0,3,0,3,4,1
1,35,3,0,0,0,5,1,3,6,1
1,40,0,0,0,0,3,0,14,7,0
1,32,0,0,0,0,17,0,1,8,1
1,18,2,5,0,0,4,0,31,8,1
1,32,2,0,0,0,3,0,1,6,1
1,37,5,0,0,0,0,1,1,1,0
1,32,0,0,0,0,10,0,1,6,1
0,25,3,0,0,1,0,1,1,4,0
1,47,2,0,0,0,5,1,1,3,1
0,23,2,0,0,0,0,1,1,7,0
1,63,2,0,0,0,10,0,62,4,1
1,38,0,0,1,0,16,0,242,9,1
1,24,0,0,0,0,5,0,50,9,0
1,32,0,0,0,0,6,1,3,5,1
1,31,0,0,0,0,4,0,173,8,1
1,25,2,0,0,1,0,1,32,3,0
1,34,5,0,0,0,0,1,1,1,0
1,23,0,0,0,0,0,0,2,3,0
1,38,3,0,0,0,1,1,127,5,0
0,47,2,0,0,0,0,1,1,1,0
1,33,2,0,0,0,1,0,11,8,1
1,35,0,0,0,0,5,0,259,8,0
1,22,2,0,0,0,1,0,110,4,1
1,26,2,0,0,0,1,1,126,3,0
1,40,2,0,0,0,0,1,1,1,1
1,36,0,10,0,0,14,0,174,7,1
1,46,0,0,0,0,1,0,44,1,0
0,65,2,0,0,0,0,1,32,1,0
1,44,2,0,0,0,4,1,2,5,1
0,22,0,0,0,0,0,1,2,3,0
1,34,3,0,0,0,0,1,1,1,0
0,38,3,0,0,0,0,0,28,1,0
0,26,2,0,0,0,4,0,1,3,1
1,20,3,0,0,0,0,1,112,4,1
0,29,2,0,0,0,3,1,1,7,0
1,49,3,0,0,0,0,0,1,1,0
1,35,2,0,0,0,1,1,1,2,0
1,31,0,0,0,0,3,0,118,1,0
1,44,0,0,0,0,0,1,5,1,0
1,25,2,0,0,0,1,0,2,2,0
1,28,0,0,0,0,1,0,204,2,0
1,34,0,0,0,0,2,1,31,1,0
1,52,2,0,0,0,2,0,153,9,1
1,25,5,0,0,0,2,1,30,2,1
1,33,0,0,1,0,5,0,2,4,0
1,23,0,0,0,0,0,0,31,3,0
1,34,0,0,0,0,5,0,5,1,0
1,33,0,0,0,0,1,1,29,1,1
1,21,0,0,1,2,1,0,1,7,0
1,46,0,0,0,0,9,0,6,4,0
1,22,0,0,0,0,2,1,9,6,1
1,57,2,0,0,0,1,1,29,4,0
1,22,0,0,0,1,2,0,1,3,1
0,48,2,0,0,0,1,1,61,1,1
1,40,0,0,0,0,21,0,30,5,0
0,30,0,0,0,0,1,0,1,2,0
1,21,2,0,1,0,4,1,34,7,1
0,39,0,0,2,0,22,0,123,10,1
1,27,2,0,0,0,13,0,71,6,1
0,33,2,0,0,0,0,1,2,6,1
1,24,0,0,0,0,0,0,1,3,0
1,43,0,0,0,0,0,0,2,1,1
0,45,2,0,0,0,0,1,2,1,0
1,28,2,0,0,0,0,0,2,3,0
1,51,0,0,0,0,3,0,3,3,0
0,35,0,0,0,0,2,0,2,2,1
1,31,0,0,0,0,9,1,1,7,1
1,27,2,0,0,0,0,1,62,2,0
1,32,0,0,0,0,1,0,1,2,0
1,49,2,0,0,0,0,1,1,1,0
0,44,0,0,0,0,0,1,1,1,0
1,29,0,0,0,0,2,0,28,3,0
1,29,0,0,0,0,1,0,46,1,0
0,52,2,0,0,0,0,1,1,1,0
1,23,0,0,1,0,2,0,32,6,1
1,30,1,0,0,0,6,1,1,3,1
1,55,0,0,0,0,12,0,41,6,1
1,19,0,0,0,0,1,0,31,3,0
1,30,2,0,0,0,0,1,57,4,0
1,34,0,0,0,0,13,0,1,4,1
1,56,2,0,0,0,2,0,2,1,0
1,33,0,0,0,0,4,0,1,6,0
1,28,0,0,0,0,1,1,2,2,0
0,42,0,0,0,0,5,1,464,7,0
1,29,0,0,0,0,1,0,76,8,0
1,38,2,0,0,0,0,1,1,1,0
1,37,2,0,0,0,0,0,1,3,0
0,33,2,0,0,0,0,1,1,1,1
1,30,3,0,0,0,0,0,1,2,0
1,40,0,0,0,0,0,0,54,1,0
1,51,0,1,0,1,19,0,105,9,0
0,42,0,0,0,0,3,0,93,9,0
1,65,0,0,0,0,7,1,1,5,0
0,32,0,0,0,0,1,1,1,1,0
0,38,2,0,0,0,5,0,8,3,0
1,23,0,0,0,0,0,0,149,7,0
1,38,2,0,0,0,5,0,1,7,1
1,35,0,0,0,0,1,0,1,4,0
1,57,2,0,0,0,1,0,1,1,0
1,25,3,0,0,0,1,0,145,10,0
1,26,2,0,0,0,1,0,1,3,0
1,39,3,0,0,0,0,1,3,1,0
0,23,3,0,3,1,7,1,32,8,1
0,36,0,2,0,0,4,1,61,6,1
0,25,0,0,0,0,7,0,3,4,0
0,31,2,0,0,0,1,0,62,4,0
1,40,2,0,0,0,2,0,31,2,0
1,35,2,0,0,0,3,0,31,5,1
1,33,0,0,0,0,0,0,1,1,0
0,26,0,0,0,0,0,1,31,8,0
1,47,2,0,0,0,0,1,32,1,0
1,55,5,0,0,0,2,0,1,1,0
0,53,3,0,0,0,0,1,1,1,0
1,22,2,0,0,0,0,0,2,7,0
1,35,2,0,0,0,1,1,144,4,1
0,36,0,0,0,0,1,0,1,3,1
1,33,3,0,0,0,0,1,1,1,0
0,25,2,0,0,0,0,1,1,3,0
1,38,2,0,0,0,1,0,52,4,0
1,52,3,0,0,0,10,0,150,6,0
1,58,2,0,0,0,2,0,101,8,0
1,23,3,0,0,0,3,1,277,7,1
1,34,0,0,0,0,7,1,242,3,0
1,51,2,0,0,0,6,0,262,3,1
1,29,2,0,0,0,2,0,14,6,0
1,58,0,0,0,0,20,0,46,9,0
1,24,0,0,0,4,8,0,215,8,1
1,32,2,0,0,0,0,0,1,2,1
0,39,0,0,0,0,1,0,45,4,0
1,43,0,0,0,0,8,0,319,7,1
1,45,0,1,0,1,20,1,11,7,1
1,42,0,0,0,0,10,1,1,5,1
1,22,0,0,0,0,1,0,7,7,1
1,49,0,0,0,0,4,0,2,4,0
1,42,0,0,0,0,0,0,34,1,1
1,40,2,0,0,0,0,1,30,8,1
1,40,2,0,0,0,0,1,31,1,0
1,25,0,0,1,0,2,0,30,7,1
1,25,2,0,0,0,0,1,3,5,1
1,23,0,0,0,0,0,0,3,5,0
1,21,2,0,0,0,2,0,32,7,1
1,31,2,0,0,0,3,1,1,5,0
0,37,2,0,0,0,0,1,1,1,0
0,36,0,0,0,0,1,1,1,2,0
0,28,0,0,0,0,0,1,1,2,0
1,24,0,0,0,0,11,0,52,9,1
1,45,2,0,0,0,0,0,185,1,0
1,23,0,0,0,0,2,1,31,4,1
1,39,0,0,0,0,7,0,1,8,1
1,25,0,0,1,1,2,1,1,2,0
1,25,2,0,0,0,2,0,193,4,0
1,24,0,0,1,0,1,0,28,2,0
1,46,2,0,0,0,1,0,31,1,0
1,47,2,0,0,0,3,0,62,1,0
1,54,2,0,0,0,2,1,1,4,1
1,22,0,0,0,1,1,1,30,4,1
0,34,2,0,0,0,0,1,2,2,0
1,33,2,0,0,0,0,1,1,1,1
1,35,0,0,0,0,7,0,259,4,0
1,26,0,0,0,0,1,0,112,6,0
1,29,0,0,0,1,16,0,31,10,1
0,38,3,0,0,0,1,0,1,1,0
1,26,0,0,0,1,3,0,1,5,0
1,34,3,0,0,0,3,1,6,2,0
1,32,0,0,0,0,1,0,1,5,0
1,29,0,0,0,0,0,1,1,6,0
0,25,2,0,0,0,2,1,30,3,1
1,34,2,0,0,0,16,0,31,6,1
0,55,0,0,0,0,1,0,1,1,0
1,27,0,0,0,0,0,0,1,4,1
1,26,0,0,0,0,0,1,2,3,0
1,20,2,3,0,1,3,0,187,9,0
1,39,0,2,2,1,19,0,180,9,1
1,24,0,0,0,0,1,0,1,7,0
1,29,2,0,0,0,0,1,1,2,0
1,46,2,0,0,0,0,0,122,1,0
1,51,0,0,0,0,0,0,31,1,0
0,31,2,0,0,0,3,0,2,7,1
1,50,0,0,0,0,13,0,38,1,1
1,25,3,0,0,0,2,0,116,5,1
1,31,0,0,0,0,4,0,3,5,1
1,22,5,0,0,1,2,0,109,2,0
1,31,5,0,0,0,0,1,1,2,0
1,54,0,0,0,0,15,0,228,9,0
1,26,2,1,0,0,2,0,1,6,1
1,44,2,0,0,0,0,1,61,1,0
1,54,2,0,0,0,2,0,98,2,0
1,50,0,0,0,0,5,0,1,4,0
1,33,0,0,0,0,14,0,1,8,1
1,43,2,0,0,0,0,0,68,1,0
1,22,0,0,0,0,0,1,1,4,1
1,35,0,0,1,0,8,0,267,9,1
0,30,5,0,0,0,4,0,2,7,1
0,34,2,0,0,0,1,0,2,4,0
1,25,0,0,0,0,0,0,1,2,0
1,25,0,0,0,0,0,0,1,5,0
1,44,0,0,0,0,0,0,28,2,1
0,29,2,0,0,0,2,0,273,7,1
1,46,2,0,0,0,2,0,62,3,1
1,53,2,0,0,0,0,1,123,1,0
1,24,0,0,0,0,2,0,2,7,1
1,27,3,0,0,0,0,1,1,2,0
0,52,0,0,0,0,2,0,29,1,1
1,27,0,0,0,0,0,1,30,2,1
1,41,2,0,0,0,0,0,29,1,0
0,21,0,0,0,0,0,0,1,5,1
1,23,0,0,1,0,6,1,2,8,0
1,42,0,0,0,0,4,0,47,1,0
1,24,2,0,0,0,1,0,1,4,0
1,38,2,0,0,0,8,0,1,2,0
1,62,2,0,0,0,6,0,243,2,0
1,42,0,0,0,0,0,0,2,1,0
1,32,2,0,0,0,4,0,6,5,0
1,24,3,0,0,0,3,1,1,7,1
1,24,0,5,0,0,5,0,2,8,1
0,29,0,0,0,0,1,0,16,6,0
1,26,0,0,0,0,4,0,31,8,1
1,50,2,0,0,0,9,0,336,3,1
0,32,0,0,0,0,3,1,32,6,0
1,40,0,0,0,0,13,0,2,9,0
1,25,2,0,0,0,1,1,28,2,1
1,42,2,0,0,0,4,0,170,4,0
1,56,0,0,0,0,18,0,77,6,0
1,39,0,1,0,0,6,1,1,6,0
1,42,3,0,0,0,1,0,57,1,0
1,52,2,0,0,0,4,1,38,2,0
1,27,0,0,0,0,2,0,1,3,0
1,23,2,0,0,0,0,0,31,9,1
1,37,0,0,0,0,22,1,2,9,1
1,32,0,0,0,0,1,1,122,4,1
1,38,0,0,0,0,2,1,113,7,1
1,52,2,0,0,0,4,1,2,3,1
0,52,0,0,0,0,1,0,82,1,0
1,29,2,0,0,0,2,0,4,2,0
1,63,2,0,0,0,0,0,23,1,0
1,49,0,0,0,0,0,1,1,1,0
1,20,0,0,0,1,0,0,1,3,0
1,50,2,0,0,0,0,0,60,1,0
1,26,2,0,0,0,2,0,1,2,1
0,34,2,0,0,0,0,0,32,8,1
0,28,2,0,0,0,1,0,304,7,1
1,36,2,0,0,0,4,0,38,8,1
1,45,0,0,0,0,1,0,196,2,1
1,30,0,0,0,0,0,0,1,3,1
1,24,0,0,0,0,3,0,2,4,1
1,44,0,0,0,0,0,1,2,6,0
1,25,0,0,0,0,0,1,1,2,1
1,45,2,0,0,0,2,0,1,1,0
1,53,3,0,0,0,1,0,30,5,0
1,26,0,0,2,0,13,0,66,10,0
1,26,2,0,0,0,1,0,4,7,1
1,37,5,0,0,0,2,0,29,1,0
1,20,0,3,0,0,3,0,52,10,0
1,71,2,0,0,0,0,0,1,1,0
1,24,3,0,0,0,0,1,2,2,0
1,40,2,0,0,0,2,1,2,1,0
0,33,2,0,1,0,10,1,177,9,0
0,33,3,0,0,0,0,0,28,2,0
1,53,3,0,0,0,18,0,31,2,0
1,55,3,0,0,0,0,1,6,1,0
1,34,2,0,0,0,0,1,1,1,0
1,21,0,0,0,0,1,0,16,7,1
1,44,2,0,0,0,2,0,215,5,0
1,55,2,0,0,0,0,1,30,1,0
1,27,3,0,0,0,0,1,2,3,0
1,22,3,0,0,0,1,0,1,2,0
1,22,2,0,0,0,1,0,1,3,1
0,23,0,0,0,0,1,0,1,3,0
0,24,2,0,0,1,7,1,126,8,1
1,25,3,0,0,0,2,1,2,2,0
0,40,0,0,0,0,13,0,167,10,1
1,57,2,0,0,0,9,0,2,4,1
1,33,2,0,0,0,0,1,1,3,1
1,32,2,0,0,0,2,0,2,1,0
1,47,2,0,0,0,3,0,44,2,0
0,43,2,0,0,0,1,0,153,5,0
1,51,2,0,0,0,6,1,12,1,1
1,22,0,0,1,0,1,0,32,6,0
1,47,2,0,0,0,2,0,2,1,0
1,28,2,0,0,0,1,0,1,1,1
1,21,0,0,0,1,1,0,249,10,1
1,28,0,0,0,0,5,0,5,8,0
1,39,0,0,0,0,2,0,40,2,0
0,29,2,0,0,0,0,0,1,3,0
0,44,2,0,0,0,1,1,185,1,1
1,25,0,0,0,0,0,0,92,4,1
1,34,0,0,0,0,4,1,30,2,0
1,65,2,0,0,0,0,1,1,1,0
0,20,2,0,0,0,0,0,1,4,0
1,33,2,0,0,0,5,0,26,6,1
0,23,2,0,0,0,0,1,1,3,0
0,44,2,0,0,0,0,1,1,1,0
1,21,3,1,0,0,1,0,644,8,1
